Name,Firm Name,Ticker,SecId,Inception Date,Morningstar Category,US Category Group,Share Class Type,Oldest Share Class,Inception Date of Fund's Oldest Share Class,Ticker of Fund's Oldest Share Class,Index Fund,Obsolete Date,Obsolete Type,Merged Into Security,Research Flagship Fund Name,Net Assets - Share Class (mo-end) USD,Fund Size Comprehensive (mo-end) USD,Total Ret % Rank Cat 3Y mo-end (mo-end),Morningstar Rating 3Y (mo-end),Morningstar Sustainability Rating (mo-end),Morningstar Analyst Rating (day-end),Morningstar Category Primary Benchmark,Total Return (3Y - mo-end),Alpha Total (excess return) (3Y - mo-end) Cat Curr,Beta Total (excess return) (3Y - mo-end) Cat Curr,Standard Deviation Total (3Y - mo-end) Cat Curr,Sharpe Ratio Total Morningstar (3Y - mo-end) Cat Curr
Munder Mid-Cap Core Growth B,Victory,MGROX,FOUSA006QG,20000705,Mid-Cap Growth,U.S. Equity,B,No,19980624,MGOYX,No,20140801,Merged,Victory Munder Mid-Cap Core Growth A,,"5,801,114.0000000000","989,114,190.6600000000",43,3 Stars,,,S&P 500 TR USD,,,,,
Munder Mid-Cap Core Growth K,Victory,MGOKX,FOUSA04B0L,20021217,Mid-Cap Growth,U.S. Equity,Retirement,No,19980624,MGOYX,No,20141031,Merged,Victory Munder Mid-Cap Core Growth Y,,"5,556,805.0000000000","989,114,190.6600000000",,4 Stars,,,S&P 500 TR USD,,,,,
Principal International Small Company P,Principal Funds,,F00000T2W2,20140611,Foreign Small/Mid Blend,International Equity,Other,No,20140611,PICAX,No,20170623,Merged,Principal International Sml Compny Instl,,"183,783.0000000000","988,845,974.6000000000",,,,,MSCI ACWI Ex USA NR USD,,,,,
American Funds Emerging Markets Bd 529B,American Funds,,F00000WP37,20160729,Emerging Markets Bond,Taxable Bond,B,No,20160422,EBNAX,No,20170410,Merged,American Funds Emerging Markets Bd 529A,,"10,446.0000000000","984,930,243.0000000000",,,,,BBgBarc US Agg Bond TR USD,,,,,
American Funds Emerging Markets Bd B,American Funds,,F00000WP3E,20160729,Emerging Markets Bond,Taxable Bond,B,No,20160422,EBNAX,No,20170410,Merged,American Funds Emerging Markets Bd A,,"10,151.0000000000","984,930,243.0000000000",,,,,BBgBarc US Agg Bond TR USD,,,,,
Lord Abbett Inflation Focused T,Lord Abbett,LILTX,F00000YRDN,20170728,Inflation-Protected Bond,Taxable Bond,T,No,20110429,LIFIX,No,20180724,Liquidated,,,"10,211.0000000000","983,225,832.0000000000",66,,,,BBgBarc US Agg Bond TR USD,,,,,
PACE International Equity C,UBS Asset Management,PWGCX,FOUSA00PGF,20001127,Foreign Large Blend,International Equity,C,No,19950824,PCIEX,No,20181012,Liquidated,,,"1,953,747.3000000000","978,911,849.8500000000",39,3 Stars,Below Average,,MSCI ACWI Ex USA NR USD,,,,,
Deutsche Science and Technology B,DWS,,FOUSA00FT7,19940531,Technology,Sector Equity,B,No,19480907,KTCAX,No,20160211,Liquidated,,,"41,575.0000000000","976,746,146.0800000000",79,2 Stars,,,MSCI ACWI NR USD,,,,,
Principal SmallCap Value II P,Principal Funds,,F00000T4MD,20140603,Small Value,U.S. Equity,Other,No,20040601,PPVIX,No,20170623,Merged,Principal SmallCap Value II Instl,,"416,524.0000000000","976,574,873.3600000000",44,,,,S&P 500 TR USD,,,,,
BlackRock Global Opportunities Inv B,BlackRock,BROBX,FOUSA05GP7,20060131,Foreign Large Blend,International Equity,B,No,20060131,BROIX,No,20150623,Merged,BlackRock Advantage International Inv A,,"1,085,542.0000000000","975,985,066.3100000000",65,2 Stars,,,MSCI ACWI Ex USA NR USD,,,,,
Russell Inv Multi-Strategy Income T,Russell,RGYAX,F00000Y9PQ,20170607,Allocation--30% to 50% Equity,Allocation,T,No,20150501,RMYYX,No,20171214,Liquidated,,,,"972,396,842.7600000000",,,,,Morningstar Mod Tgt Risk TR USD,,,,,
Nuveen Symphony Floating Rate Income T,Nuveen,NFRTX,F00000Y80M,20170531,Bank Loan,Taxable Bond,T,No,20110502,NFRIX,No,20181212,Liquidated,,,"24,268.6100000000","972,359,219.1300000000",,,,,BBgBarc US Agg Bond TR USD,,,,,
Pax Global Environmental Mrkts R,Pax World,,FOUSA06OGJ,20080327,World Large Stock,International Equity,Retirement,No,20080327,PGINX,No,20170501,Merged,Pax Global Environmental Mrkts Indv Inv,,"2,494,170.0000000000","971,464,645.7000000000",49,3 Stars,,,MSCI ACWI Ex USA NR USD,,,,,
Oppenheimer Real Estate B,Invesco,OREBX,FOUSA04BJ5,20031001,Real Estate,Sector Equity,B,No,20020304,OREAX,No,20180601,Merged,Oppenheimer Real Estate A,,"257,438.0000000000","968,993,447.1000000000",88,2 Stars,,,MSCI ACWI NR USD,,,,,
AB Municipal Income California B,AllianceBernstein,,FOUSA00B3H,19930104,Muni California Intermediate,Municipal Bond,B,No,19861229,ALCAX,No,20191107,Liquidated,,,"33,080.8700000000","964,746,592.6800000000",79,3 Stars,,,BBgBarc Municipal TR USD,2.0045410000," -1.4680000000",0.9460000000,3.3450000000,0.1210000000
Vantagepoint Aggressive Opp Inv,Vantagepoint Funds,,FOUSA00HTU,19990301,Mid-Cap Growth,U.S. Equity,No Load,Yes,19990301,,No,20160916,Liquidated,,,"8,955,121.0000000000","962,909,690.0000000000",49,3 Stars,,,S&P 500 TR USD,,,,,
Vantagepoint Aggressive Opp T,Vantagepoint Funds,,F00000P43I,20130301,Mid-Cap Growth,U.S. Equity,Inst,No,19990301,,No,20161014,Liquidated,,,"962,909,690.0000000000","962,909,690.0000000000",43,3 Stars,,,S&P 500 TR USD,,,,,
Waddell & Reed Small Cap A,Waddell & Reed,UNSAX,FOUSA00HO4,19991004,Small Growth,U.S. Equity,A,No,19991004,WRSYX,No,20180226,Merged,Ivy Small Cap Growth A,,"663,541,444.0000000000","958,488,133.0000000000",28,4 Stars,,,S&P 500 TR USD,,,,,
Waddell & Reed Small Cap B,Waddell & Reed,WRSBX,FOUSA00G9X,19991004,Small Growth,U.S. Equity,B,No,19991004,WRSYX,No,20180226,Merged,Ivy Small Cap Growth B,,"3,044,384.0000000000","958,488,133.0000000000",43,3 Stars,,,S&P 500 TR USD,,,,,
Waddell & Reed Small Cap C,Waddell & Reed,WSCCX,FOUSA00IAD,19991004,Small Growth,U.S. Equity,C,No,19991004,WRSYX,No,20180226,Merged,Ivy Small Cap Growth C,,"4,092,641.0000000000","958,488,133.0000000000",39,3 Stars,,,S&P 500 TR USD,,,,,
Waddell & Reed Small Cap Y,Waddell & Reed,WRSYX,FOUSA00IIX,19991004,Small Growth,U.S. Equity,Inst,Yes,19991004,WRSYX,No,20180226,Merged,Ivy Small Cap Growth I,,"287,809,664.0000000000","958,488,133.0000000000",23,4 Stars,,,S&P 500 TR USD,,,,,
Prudential Asset Allocation X,PGIM Funds (Prudential),,FOUSA0601H,20070326,Allocation--50% to 70% Equity,Allocation,Other,No,19930104,PABFX,No,20140411,Merged,PGIM Balanced A,,"11,328.0000000000","956,816,370.2300000000",31,3 Stars,,,Morningstar Mod Tgt Risk TR USD,,,,,
Hartford International Equity B,Hartford Mutual Funds,,FOUSA06UWA,20080630,Foreign Large Blend,International Equity,B,No,20080630,HDVIX,No,20170918,Merged,Hartford International Equity A,,"5,399.0000000000","956,594,996.4400000000",26,4 Stars,,,MSCI ACWI Ex USA NR USD,,,,,
Wells Fargo International Value B,Wells Fargo Funds,,FOUSA05BUW,20050411,Foreign Large Value,International Equity,B,No,20031031,WFFAX,No,20151207,Liquidated,,,"1,831.0000000000","952,314,070.9100000000",74,2 Stars,,,MSCI ACWI Ex USA NR USD,,,,,
Natixis US Equity Opportunities B,Natixis Funds,,FOUSA00EC7,19940707,Large Growth,U.S. Equity,B,No,19940707,NEFSX,No,20160111,Merged,Natixis US Equity Opportunities A,,"168,054.0000000000","951,119,989.2800000000",29,3 Stars,,,S&P 500 TR USD,,,,,
Eaton Vance Dividend Builder B,Eaton Vance,EMTMX,FOUSA00DW1,19931101,Large Blend,U.S. Equity,B,No,19811218,EVTMX,No,20141024,Merged,Eaton Vance Dividend Builder A,,"37,620,094.0000000000","950,833,527.0000000000",88,1 Star,,,S&P 500 TR USD,,,,,
Fidelity Advisor® Ser Oppc Insights,Fidelity Investments,FAMGX,F00000OWIW,20121206,Large Growth,U.S. Equity,Other,Yes,20121206,FAMGX,No,20180921,Merged,Fidelity® Series Opportunistic Insights,,"963,866,601.8100000000","950,529,935.9500000000",11,4 Stars,,,S&P 500 TR USD,,,,,
Hartford Balanced B,Hartford Mutual Funds,,FOUSA00KLD,19960722,Allocation--30% to 50% Equity,Allocation,B,No,19960722,IHAYX,No,20170918,Merged,Hartford Balanced A,,"322,380.0000000000","949,878,683.9700000000",61,3 Stars,,,Morningstar Mod Tgt Risk TR USD,,,,,
Putnam Tax Exempt Income M,Putnam,,FOUSA00DH5,19950216,Muni National Long,Municipal Bond,M,No,19761231,PTAEX,No,20191125,Merged,Putnam Tax Exempt Income A,,"5,562,094.2000000000","948,983,537.7200000000",50,3 Stars,,,BBgBarc Municipal TR USD,3.4670280000,0.0410000000,0.9010000000,3.1770000000,0.5810000000
T. Rowe Price Instl US Structured Rsrch,T. Rowe Price,,FOUSA06MAG,20071031,Large Blend,U.S. Equity,Inst,Yes,20071031,,No,20191118,Merged,T. Rowe Price U.S. Equity Research,,"948,134,871.8900000000","948,134,871.8900000000",11,4 Stars,Below Average,,S&P 500 TR USD,15.4065900000,0.3110000000,1.0110000000,12.2520000000,1.1000000000
Calvert Ultra-Short Duration Income Y,Calvert Research and Management,CULYX,F00000IRS8,20100528,Ultrashort Bond,Taxable Bond,Other,No,20061031,CULAX,No,20171208,Merged,Calvert Ultra-Short Duration Income I,,,"947,893,158.0000000000",17,4 Stars,,,BBgBarc US Agg Bond TR USD,,0.9620000000,0.0030000000,,
Oppenheimer Rochester® AMT-Free NY MuniB,Invesco,ONYBX,FOUSA00BOF,19930301,Muni New York Long,Municipal Bond,B,No,19840816,OPNYX,No,20180601,Merged,Oppenheimer Rochester® AMT-Free NY MuniA,,"161,608.0600000000","947,041,396.5100000000",25,4 Stars,,,BBgBarc Municipal TR USD,,,,,
PIMCO Global Bond (USD-Hedged) B,PIMCO,PBIIX,FOUSA00BLX,19951002,World Bond-USD Hedged,Taxable Bond,B,No,19951002,PAIIX,No,20150325,Merged,PIMCO Global Bond Opps (USD-Hdg) A,,"115,678.0000000000","945,166,094.0500000000",11,4 Stars,,,BBgBarc US Agg Bond TR USD,,,,,
JNL/Invesco Large Cap Growth A,Jackson National,,FVUSA0028Y,20011029,Large Growth,U.S. Equity,No Load,Yes,20011029,,No,20160425,Merged,JNL/BlackRock Large Cap Select Growth A,,"942,921,258.0000000000","943,777,001.0000000000",36,3 Stars,,,S&P 500 TR USD,,,,,
JNL/Invesco Large Cap Growth B,Jackson National,,FVUSA04AWU,20040305,Large Growth,U.S. Equity,B,No,20011029,,No,20160425,Merged,JNL/BlackRock Large Cap Select Growth I,,"855,743.0000000000","943,777,001.0000000000",32,3 Stars,,,S&P 500 TR USD,,,,,
American Funds Corporate Bond 529B,American Funds,,F00000OSXD,20160729,Corporate Bond,Taxable Bond,B,No,20121214,BFCAX,No,20170410,Merged,American Funds Corporate Bond 529A,,"9,917.0000000000","942,935,340.0000000000",23,,,,BBgBarc US Agg Bond TR USD,,,,,
American Funds Corporate Bond B,American Funds,,F00000OSX8,20160729,Corporate Bond,Taxable Bond,B,No,20121214,BFCAX,No,20170410,Merged,American Funds Corporate Bond A,,"16,561.0000000000","942,935,340.0000000000",23,,,,BBgBarc US Agg Bond TR USD,,,,,
Federated MDT Small Cap Growth B,Federated,QBSGX,FOUSA06NXG,20080313,Small Growth,U.S. Equity,B,No,20050915,QISGX,No,20180202,Merged,Federated MDT Small Cap Growth A,,"1,194,804.0000000000","937,069,970.8700000000",6,5 Stars,,,S&P 500 TR USD,,,,,
Wells Fargo Advantage S/T Hi-Yld Bd Inv,Wells Fargo Funds,,FOUSA00JTC,19970630,High Yield Bond,Taxable Bond,Inv,No,20000229,SSTHX,No,20151023,Merged,Wells Fargo Short-Term Hi Yld Bd A,,"163,691,261.0000000000","936,702,045.8700000000",73,3 Stars,,,BBgBarc US Agg Bond TR USD,,,,,
Putnam Mortgage Securities M,Putnam,,FOUSA00C4C,19950206,Intermediate Core-Plus Bond,Taxable Bond,M,No,19840208,PGSIX,No,20191209,Merged,Putnam Mortgage Securities A,Putnam Mortgage Securities A,"5,750,068.8300000000","935,664,923.9000000000",80,2 Stars,,Neutral,BBgBarc US Agg Bond TR USD,3.7072660000,0.8330000000,0.4870000000,2.3100000000,0.8860000000
Invesco Balanced-Risk Commodity Strat B,Invesco,BRCBX,F00000J5IR,20101130,Commodities Broad Basket,Commodities,B,No,20101130,BRCYX,No,20180126,Merged,Invesco Balanced-Risk Commodity Strat A,,,"935,466,615.2600000000",12,4 Stars,,,Morningstar Lng-Only Cmdty TR USD,,,,,
PIMCO Long-Term US Government B,PIMCO,PFGBX,FOUSA00J91,19970120,Long Government,Taxable Bond,B,No,19910701,PGOVX,No,20150325,Merged,PIMCO Long-Term US Government A,,"136,248.0000000000","933,832,318.4500000000",64,2 Stars,,,BBgBarc US Agg Bond TR USD,," -4.3630000000",3.5690000000,,
PIMCO Long-Term US Government D,PIMCO,PLGDX,F00000U5CG,20141031,Long Government,Taxable Bond,D,No,19910701,PGOVX,No,20180323,Merged,PIMCO Long-Term US Government A,,"7,333,426.0000000000","933,832,318.4500000000",67,3 Stars,,,BBgBarc US Agg Bond TR USD,," -2.7910000000",3.2380000000,,
Goldman Sachs Capital Growth B,Goldman Sachs,GSCBX,FOUSA00GID,19960501,Large Growth,U.S. Equity,B,No,19900420,GSCGX,No,20141114,Merged,Goldman Sachs Capital Growth A,,"13,922,230.0000000000","932,976,625.8600000000",41,3 Stars,,,S&P 500 TR USD,,,,,
PIMCO StocksPLUS B,PIMCO,PSPBX,FOUSA00GCT,19970120,Large Blend,U.S. Equity,B,No,19930513,PSTKX,No,20150325,Merged,PIMCO StocksPLUS® A,,"1,139,101.0000000000","930,674,965.1900000000",18,4 Stars,,,S&P 500 TR USD,,,,,
PIMCO StocksPLUS® D,PIMCO,PSPDX,FOUSA00IB5,19980408,Large Blend,U.S. Equity,D,No,19930513,PSTKX,No,20180323,Merged,PIMCO StocksPLUS® A,,"32,008,208.0000000000","930,674,965.1900000000",34,3 Stars,,,S&P 500 TR USD,,,,,
TETON Westwood Mighty Mites B,Teton Westwood Funds,WMMBX,FOUSA02UUU,20010606,Small Blend,U.S. Equity,B,No,19980511,WEMMX,No,20140127,Merged,TETON Westwood Mighty Mites A,,"5,114.0000000000","927,352,921.0400000000",51,3 Stars,,,S&P 500 TR USD,,,,,
TETON Westwood Mighty Mites T,Teton Westwood Funds,WETMX,F00000Z6W6,20170705,Small Blend,U.S. Equity,Other,No,19980511,WEMMX,No,20180831,Liquidated,,TETON Westwood Mighty Mites I,"11,238.2600000000","927,352,921.0400000000",60,,,,S&P 500 TR USD,,,,,
Vantagepoint 500 Stock Index I,Vantagepoint Funds,,FOUSA00L1S,19990301,Large Blend,U.S. Equity,No Load,Yes,19990301,,Yes,20160916,Liquidated,,,"13,281,426.0000000000","923,433,285.0000000000",16,4 Stars,,,S&P 500 TR USD,,,,,
Vantagepoint 500 Stock Index II,Vantagepoint Funds,,FOUSA00IBP,19990405,Large Blend,U.S. Equity,No Load,No,19990301,,Yes,20160916,Liquidated,,,"17,619,592.0000000000","923,433,285.0000000000",9,4 Stars,,,S&P 500 TR USD,,,,,
Vantagepoint 500 Stock Index T,Vantagepoint Funds,,F00000P437,20130301,Large Blend,U.S. Equity,Inst,No,19990301,,Yes,20161014,Liquidated,,,"923,433,285.0000000000","923,433,285.0000000000",7,4 Stars,,,S&P 500 TR USD,,,,,
Principal Global Multi-Strategy P,Principal Funds,,F00000MO4T,20111024,Multialternative,Alternative,Other,No,20111024,PSMIX,No,20170623,Merged,Principal Global Multi-Strategy Instl,,"311,208,854.0000000000","920,632,420.9400000000",20,4 Stars,,,Morningstar Mod Tgt Risk TR USD,,,,,
Oppenheimer Fundamental Alternatives B,Invesco,QOPBX,FOUSA00FFJ,19930901,Multialternative,Alternative,B,No,19890103,QVOPX,No,20180601,Merged,Oppenheimer Fundamental Alternatives A,,"223,171.6900000000","919,126,405.5700000000",71,3 Stars,,,Morningstar Mod Tgt Risk TR USD,," -2.1190000000",0.2070000000,,
MainStay ICAP Select Equity A,MainStay,,FOUSA05JAW,20060901,Large Blend,U.S. Equity,A,No,19971231,,No,20170508,Merged,MainStay Epoch US Equity Yield A,,"308,252,384.0000000000","916,171,768.0000000000",96,1 Star,,,S&P 500 TR USD,,,,,
MainStay ICAP Select Equity B,MainStay,,F000003W43,20091113,Large Blend,U.S. Equity,B,No,19971231,,No,20170508,Merged,MainStay Epoch US Equity Yield B,,"28,098,344.0000000000","916,171,768.0000000000",98,1 Star,,,S&P 500 TR USD,,,,,
MainStay ICAP Select Equity C,MainStay,,FOUSA05JAX,20060901,Large Blend,U.S. Equity,C,No,19971231,,No,20170508,Merged,MainStay Epoch US Equity Yield C,,"48,154,455.0000000000","916,171,768.0000000000",98,1 Star,,,S&P 500 TR USD,,,,,
MainStay ICAP Select Equity I,MainStay,,FOUSA00HZ5,19971231,Large Blend,U.S. Equity,Inst,Yes,19971231,,No,20170508,Merged,MainStay Epoch US Equity Yield I,,"399,531,815.0000000000","916,171,768.0000000000",95,1 Star,,,S&P 500 TR USD,,,,,
MainStay ICAP Select Equity Inv,MainStay,,FOUSA06TJ5,20080429,Large Blend,U.S. Equity,Inv,No,19971231,,No,20170508,Merged,MainStay Epoch US Equity Yield Investor,,"162,531,692.0000000000","916,171,768.0000000000",96,1 Star,,,S&P 500 TR USD,,,,,
MainStay ICAP Select Equity R1,MainStay,,FOUSA05JAY,20060901,Large Blend,U.S. Equity,Retirement,No,19971231,,No,20170508,Merged,MainStay Epoch US Equity Yield R1,,"7,839,154.0000000000","916,171,768.0000000000",95,1 Star,,,S&P 500 TR USD,,,,,
MainStay ICAP Select Equity R2,MainStay,,FOUSA05JAZ,20060901,Large Blend,U.S. Equity,Retirement,No,19971231,,No,20170508,Merged,MainStay Epoch US Equity Yield R2,,"8,002,690.0000000000","916,171,768.0000000000",96,1 Star,,,S&P 500 TR USD,,,,,
MainStay ICAP Select Equity R3,MainStay,,FOUSA05JB0,20060901,Large Blend,U.S. Equity,Retirement,No,19971231,,No,20170508,Merged,MainStay Epoch US Equity Yield R3,,"2,653,542.0000000000","916,171,768.0000000000",97,1 Star,,,S&P 500 TR USD,,,,,
MainStay ICAP Select Equity R6,MainStay,,F00000PR9E,20130617,Large Blend,U.S. Equity,Retirement,No,19971231,,No,20170508,Merged,MainStay Epoch US Equity Yield R6,,"20,859,206.0000000000","916,171,768.0000000000",94,1 Star,,,S&P 500 TR USD,,,,,
Fidelity Advisor® Europe B,Fidelity Investments,,F00000RT6P,20140318,Europe Stock,International Equity,B,No,19861001,FIEUX,No,20160624,Merged,Fidelity Advisor® Europe A,,"248,600.0000000000","915,383,233.4400000000",56,,,,MSCI ACWI Ex USA NR USD,,,,,
Vantagepoint Diversifying Strategies T,Vantagepoint Funds,,FOUSA06KWE,20071030,Allocation--30% to 50% Equity,Allocation,Inst,Yes,20071030,,No,20161007,Liquidated,,,"914,930,967.0000000000","914,930,967.0000000000",55,3 Stars,,,Morningstar Mod Tgt Risk TR USD,,,,,
BlackRock Tactical Opportunities Inv B,BlackRock,CBIBX,FOUSA00JM6,19990104,Multialternative,Alternative,B,No,19881229,PCBAX,No,20171227,Merged,BlackRock Tactical Opportunities Inv A,,,"914,381,018.6500000000",82,2 Stars,,,Morningstar Mod Tgt Risk TR USD,,,,,
Ivy Dividend Opportunities A,(Junk) Ivy Funds,IVDAX,FOUSA04BFI,20030701,Large Blend,U.S. Equity,A,Yes,20030701,IVDAX,No,20180226,Merged,Ivy Global Equity Income A,,"475,707,837.0000000000","912,892,575.0000000000",94,1 Star,,,S&P 500 TR USD,,,,,
Ivy Dividend Opportunities B,(Junk) Ivy Funds,IVDBX,FOUSA04BFJ,20030701,Large Blend,U.S. Equity,B,No,20030701,IVDAX,No,20180226,Merged,Ivy Global Equity Income B,,"7,378,394.0000000000","912,892,575.0000000000",96,1 Star,,,S&P 500 TR USD,,,,,
Ivy Dividend Opportunities C,(Junk) Ivy Funds,IVDCX,FOUSA04BFK,20030701,Large Blend,U.S. Equity,C,No,20030701,IVDAX,No,20180226,Merged,Ivy Global Equity Income C,,"31,860,905.0000000000","912,892,575.0000000000",95,1 Star,,,S&P 500 TR USD,,,,,
Ivy Dividend Opportunities E,(Junk) Ivy Funds,IDIEX,FOUSA0689B,20070402,Large Blend,U.S. Equity,Other,No,20030701,IVDAX,No,20180226,Merged,Ivy Global Equity Income E,,"6,802,507.0000000000","912,892,575.0000000000",93,1 Star,,,S&P 500 TR USD,,,,,
Ivy Dividend Opportunities I,(Junk) Ivy Funds,IVDIX,FOUSA06BJD,20070402,Large Blend,U.S. Equity,Inst,No,20030701,IVDAX,No,20180226,Merged,Ivy Global Equity Income I,,"384,852,780.0000000000","912,892,575.0000000000",92,1 Star,,,S&P 500 TR USD,,,,,
Ivy Dividend Opportunities N,(Junk) Ivy Funds,IDOTX,F00000U1F8,20140731,Large Blend,U.S. Equity,N,No,20030701,IVDAX,No,20180226,Merged,Ivy Global Equity Income N,,"373,146.0000000000","912,892,575.0000000000",92,1 Star,,,S&P 500 TR USD,,,,,
Ivy Dividend Opportunities R,(Junk) Ivy Funds,IYDVX,F00000OYKY,20121219,Large Blend,U.S. Equity,Retirement,No,20030701,IVDAX,No,20180226,Merged,Ivy Global Equity Income R,,"422,422.0000000000","912,892,575.0000000000",95,1 Star,,,S&P 500 TR USD,,,,,
Ivy Dividend Opportunities Y,(Junk) Ivy Funds,IVDYX,FOUSA04B6A,20030701,Large Blend,U.S. Equity,Inst,No,20030701,IVDAX,No,20180226,Merged,Ivy Global Equity Income Y,,"5,494,584.0000000000","912,892,575.0000000000",93,1 Star,,,S&P 500 TR USD,,,,,
JPMorgan Market Expansion Enh Idx B,JPMorgan,OMEBX,FOUSA00JSS,19980731,Small Blend,U.S. Equity,B,No,19980731,PGMIX,No,20150619,Liquidated,,,"789,685.0000000000","911,058,837.6800000000",48,3 Stars,,,S&P 500 TR USD,,,,,
Putnam Tax-Free High Yield M,Putnam,,FOUSA00B1G,19941229,High Yield Muni,Municipal Bond,M,No,19850909,PTHYX,No,20191125,Merged,Putnam Tax-Free High Yield A,,"6,204,008.3500000000","909,625,718.1900000000",55,3 Stars,,,BBgBarc Municipal TR USD,4.3201440000,0.6410000000,1.0250000000,3.7330000000,0.7210000000
Calvert Small Cap B,Calvert Research and Management,CSCBX,FOUSA05HBQ,20101129,Small Blend,U.S. Equity,B,No,20041001,CCVAX,No,20150420,Merged,Calvert Small-Cap A,,"848,341.0000000000","909,258,562.0000000000",44,3 Stars,,,S&P 500 TR USD,,,,,
Calvert Small-Cap Y,Calvert Research and Management,CSCYX,F00000QKJ5,20131018,Small Blend,U.S. Equity,Other,No,20041001,CCVAX,No,20171208,Merged,Calvert Small-Cap I,,,"909,258,562.0000000000",31,4 Stars,,,S&P 500 TR USD,,,,,
Fidelity Advisor® Short Fxd-Inc A,Fidelity Investments,,FOUSA00HCP,19960903,Short-Term Bond,Taxable Bond,A,No,19870916,,No,20160715,Merged,Fidelity Advisor® Short-Term Bd A,,"204,771,818.0000000000","908,654,652.0000000000",67,2 Stars,,,BBgBarc US Agg Bond TR USD,,0.1180000000,0.2520000000,,
Fidelity Advisor® Short Fxd-Inc B,Fidelity Investments,,FOUSA02VWP,20021009,Short-Term Bond,Taxable Bond,B,No,19870916,,No,20160624,Merged,Fidelity Advisor® Short Fxd-Inc A,,"1,039,075.0000000000","908,654,652.0000000000",93,1 Star,,,BBgBarc US Agg Bond TR USD,," -0.7390000000",0.2330000000,,
Fidelity Advisor® Short Fxd-Inc C,Fidelity Investments,,FOUSA00KE0,19971103,Short-Term Bond,Taxable Bond,C,No,19870916,,No,20160715,Merged,Fidelity Advisor® Short-Term Bd C,,"84,800,062.0000000000","908,654,652.0000000000",95,1 Star,,,BBgBarc US Agg Bond TR USD,," -0.8050000000",0.2460000000,,
Fidelity Advisor® Short Fxd-Inc I,Fidelity Investments,,FOUSA00E8A,19950703,Short-Term Bond,Taxable Bond,Inst,No,19870916,,No,20160715,Merged,Fidelity Advisor® Short-Term Bd I,,"521,826,948.0000000000","908,654,652.0000000000",54,3 Stars,,,BBgBarc US Agg Bond TR USD,,0.2970000000,0.2630000000,,
Fidelity Advisor® Short Fxd-Inc T,Fidelity Investments,,FOUSA00EIB,19870916,Short-Term Bond,Taxable Bond,T,Yes,19870916,,No,20160715,Merged,Fidelity Advisor® Short-Term Bd M,,"97,255,824.0000000000","908,654,652.0000000000",63,2 Stars,,,BBgBarc US Agg Bond TR USD,,0.1110000000,0.2610000000,,
AllianzGI Convertible D,Allianz Global Investors,,F000005P5Q,20100412,Convertibles,Allocation,D,No,19930419,ANNPX,No,20151113,Merged,AllianzGI Convertible A,,"60,980,821.0000000000","906,959,230.4400000000",16,4 Stars,,,Morningstar Mod Tgt Risk TR USD,,2.4970000000,1.2400000000,,
Invesco Small Cap Equity B,Invesco,SMEBX,FOUSA008P9,20000831,Small Blend,U.S. Equity,B,No,20000831,SMEAX,No,20180126,Merged,Invesco Small Cap Equity A,,,"903,681,227.7600000000",91,2 Stars,,,S&P 500 TR USD,,,,,
Calvert Balanced B,Calvert Research and Management,CSLBX,FOUSA00L5N,19980331,Allocation--50% to 70% Equity,Allocation,B,No,19821021,CSIFX,No,20150420,Merged,Calvert Balanced A,,"3,397,708.0000000000","902,302,447.0000000000",68,2 Stars,,,Morningstar Mod Tgt Risk TR USD,,,,,
Calvert Balanced Y,Calvert Research and Management,CBAYX,F00000PVXW,20130430,Allocation--50% to 70% Equity,Allocation,Other,No,19821021,CSIFX,No,20171208,Merged,Calvert Balanced I,,,"902,302,447.0000000000",73,2 Stars,,,Morningstar Mod Tgt Risk TR USD,,,,,
Eaton Vance Tx-Mgd Growth 1.2 B,Eaton Vance,,FOUSA02SUW,20010228,Large Growth,U.S. Equity,B,No,20010228,EITGX,No,20191015,Merged,Eaton Vance Tx-Mgd Growth 1.2 A,Eaton Vance Tx-Mgd Growth 1.2 A,"262,134.0000000000","902,086,858.0000000000",89,2 Stars,Average,Neutral,S&P 500 TR USD,11.5265050000," -2.2180000000",1.0540000000,12.9200000000,0.7860000000
Guggenheim Investment Grade Bond B,Guggenheim Investments,SUGBX,FOUSA00EWR,19931019,Intermediate Core-Plus Bond,Taxable Bond,B,No,19850815,SIUSX,No,20150708,Liquidated,,,"1,363,170.0000000000","900,799,068.4800000000",4,5 Stars,,,BBgBarc US Agg Bond TR USD,,,,,
Morgan Stanley Global Fixed Inc Opps B,Morgan Stanley,DINBX,FOUSA00BYF,19920409,Multisector Bond,Taxable Bond,B,No,19970728,DINDX,No,20190327,Liquidated,,Morgan Stanley Global Fixed Inc Opps IS,"218,971.2100000000","900,412,330.7700000000",56,3 Stars,,,BBgBarc US Agg Bond TR USD,,3.4140000000,0.3680000000,,
Invesco Mid Cap Core Equity B,Invesco,GTABX,FOUSA00DOA,19930401,Mid-Cap Blend,U.S. Equity,B,No,19870609,GTAGX,No,20180126,Merged,Invesco Mid Cap Core Equity A,,,"895,336,847.9300000000",77,2 Stars,,,S&P 500 TR USD,,,,,
