Name,Firm Name,Ticker,SecId,Inception Date,Morningstar Category,US Category Group,Share Class Type,Oldest Share Class,Inception Date of Fund's Oldest Share Class,Ticker of Fund's Oldest Share Class,Index Fund,Obsolete Date,Obsolete Type,Merged Into Security,Research Flagship Fund Name,Net Assets - Share Class (mo-end) USD,Fund Size Comprehensive (mo-end) USD,Total Ret % Rank Cat 3Y mo-end (mo-end),Morningstar Rating 3Y (mo-end),Morningstar Sustainability Rating (mo-end),Morningstar Analyst Rating (day-end),Morningstar Category Primary Benchmark,Total Return (3Y - mo-end),Alpha Total (excess return) (3Y - mo-end) Cat Curr,Beta Total (excess return) (3Y - mo-end) Cat Curr,Standard Deviation Total (3Y - mo-end) Cat Curr,Sharpe Ratio Total Morningstar (3Y - mo-end) Cat Curr
JPMorgan Emerging Economies I,JPMorgan,,FOUSA06OH6,20080228,Diversified Emerging Mkts,International Equity,Inst,No,20080228,,No,20191024,Liquidated,,,"5,518,934.3400000000","11,309,207.0200000000",66,2 Stars,Below Average,,MSCI ACWI Ex USA NR USD,3.9551730000," -2.5230000000",1.1250000000,14.6200000000,0.2260000000
JPMorgan Emerging Economies R5,JPMorgan,,FOUSA06OH7,20080228,Diversified Emerging Mkts,International Equity,Retirement,Yes,20080228,,No,20191024,Liquidated,,,"14,738.7500000000","11,309,207.0200000000",65,2 Stars,Below Average,,MSCI ACWI Ex USA NR USD,4.0902500000," -2.3770000000",1.1210000000,14.5860000000,0.2350000000
JPMorgan Emerging Economies R6,JPMorgan,,F00000VXQJ,20150901,Diversified Emerging Mkts,International Equity,Retirement,No,20080228,,No,20191024,Liquidated,,,"1,117,435,690.0400000000","11,309,207.0200000000",64,2 Stars,Below Average,,MSCI ACWI Ex USA NR USD,4.2004930000," -2.2680000000",1.1200000000,14.5960000000,0.2420000000
Frost Kempner Treasury and Inc Instl,Frost Funds,,FOUSA06OSR,20080425,Inflation-Protected Bond,Taxable Bond,Inst,Yes,20080425,,No,20161230,Liquidated,,,"12,372,290.0000000000","11,284,979.0000000000",64,3 Stars,,,BBgBarc US Agg Bond TR USD,," -1.8260000000",0.9050000000,,
BlackRock CoRI 2019 Institutional,BlackRock,,F00000Q86T,20140131,Long-Term Bond,Taxable Bond,Inst,Yes,20140131,,Yes,20170628,Liquidated,,,"10,651,454.0000000000","11,275,473.0000000000",23,3 Stars,,,BBgBarc US Agg Bond TR USD,," -1.5530000000",3.1610000000,,
BlackRock CoRI 2019 Investor A,BlackRock,,F00000Q86U,20140131,Long-Term Bond,Taxable Bond,A,No,20140131,,Yes,20170628,Liquidated,,,"859,402.0000000000","11,275,473.0000000000",34,3 Stars,,,BBgBarc US Agg Bond TR USD,," -1.7920000000",3.1670000000,,
GMO International Equity Allc Ser R5,GMO,,F00000N737,20130405,Foreign Large Value,International Equity,Retirement,No,20120330,GEARX,No,20160523,Liquidated,,,"16,034,420.0000000000","11,250,023.0300000000",84,2 Stars,,,MSCI ACWI Ex USA NR USD,,,,,
Wright Selected Blue Chip Equities,Wright,WSBEX,FOUSA00FWE,19830104,Mid-Cap Blend,U.S. Equity,Other,Yes,19830104,WSBEX,No,20180501,Liquidated,,,"11,246,280.0000000000","11,246,280.0000000000",81,2 Stars,,,S&P 500 TR USD,,,,,
BlackRock CoRI 2015 Institutional,BlackRock,,F00000Q86P,20140131,Long-Term Bond,Taxable Bond,Inst,Yes,20140131,,Yes,20170628,Liquidated,,,"10,810,714.0000000000","11,243,749.0000000000",67,3 Stars,,,BBgBarc US Agg Bond TR USD,," -0.8670000000",2.5160000000,,
BlackRock CoRI 2015 Investor A,BlackRock,,F00000Q86Q,20140131,Long-Term Bond,Taxable Bond,A,No,20140131,,Yes,20170628,Liquidated,,,"326,856.0000000000","11,243,749.0000000000",78,2 Stars,,,BBgBarc US Agg Bond TR USD,," -1.1180000000",2.5160000000,,
DWS EAFE Equity Index Inst,DWS,,FOUSA00K9J,19960124,Foreign Large Blend,International Equity,Inst,Yes,19960124,,Yes,20191125,Liquidated,,,"28,415,083.8700000000","11,218,507.5900000000",32,4 Stars,Average,,MSCI ACWI Ex USA NR USD,8.3104240000,0.5190000000,0.9490000000,11.0590000000,0.6270000000
Invesco Opp SteelPath Panoramic A,Invesco,,F00000VWF5,20151118,Equity Energy,Sector Equity,A,No,20151118,,No,20191030,Liquidated,,,"11,521,919.3600000000","11,195,249.7800000000",68,2 Stars,Below Average,,MSCI ACWI NR USD," -12.3253720000"," -24.6400000000",1.5420000000,24.1680000000," -0.4880000000"
Invesco Opp SteelPath Panoramic C,Invesco,,F00000VWF6,20151118,Equity Energy,Sector Equity,C,No,20151118,,No,20191030,Liquidated,,,"759,078.1100000000","11,195,249.7800000000",72,2 Stars,Below Average,,MSCI ACWI NR USD," -12.9722210000"," -25.3420000000",1.5380000000,24.1680000000," -0.5180000000"
Invesco Opp SteelPath Panoramic R,Invesco,,F00000VWF8,20151118,Equity Energy,Sector Equity,Retirement,No,20151118,,No,20191030,Liquidated,,,"957,034.7700000000","11,195,249.7800000000",69,2 Stars,Below Average,,MSCI ACWI NR USD," -12.5194180000"," -24.8240000000",1.5370000000,24.1690000000," -0.4970000000"
Invesco Opp SteelPath Panoramic R5,Invesco,,F000011GBF,20190524,Equity Energy,Sector Equity,Retirement,No,20151118,,No,20191030,Liquidated,,,"9,366.0900000000","11,195,249.7800000000",65,,Below Average,,MSCI ACWI NR USD,,,,,
Invesco Opp SteelPath Panoramic R6,Invesco,,F00000VWF7,20151118,Equity Energy,Sector Equity,Inst,Yes,20151118,,No,20191030,Liquidated,,,"7,291.1500000000","11,195,249.7800000000",65,3 Stars,Below Average,,MSCI ACWI NR USD," -11.9276700000"," -24.1710000000",1.5380000000,24.1410000000," -0.4700000000"
Invesco Opp SteelPath Panoramic Y,Invesco,,F00000VWF9,20151118,Equity Energy,Sector Equity,Inst,No,20151118,,No,20191030,Liquidated,,,"1,655,636.4800000000","11,195,249.7800000000",66,3 Stars,Below Average,,MSCI ACWI NR USD," -12.0830780000"," -24.3530000000",1.5390000000,24.1480000000," -0.4770000000"
AMF LongCap Value,AMF,,F00000WL3H,20151127,Allocation--30% to 50% Equity,Allocation,Other,Yes,20151127,,No,20160715,Liquidated,,,"11,183,899.0000000000","11,183,899.0000000000",,,,,Morningstar Mod Tgt Risk TR USD,,,,,
Aberdeen Emerg Mkts Dbt Lcl Ccy A,Aberdeen,,F00000J7IH,20110502,Emerging-Markets Local-Currency Bond,Taxable Bond,A,No,20110502,,No,20160812,Merged,Aberdeen Emerging Markets Debt A,,"40,670.0000000000","11,182,258.0000000000",66,1 Star,,,BBgBarc US Agg Bond TR USD,,,,,
Aberdeen Emerg Mkts Dbt Lcl Ccy C,Aberdeen,,F00000J7II,20110502,Emerging-Markets Local-Currency Bond,Taxable Bond,C,No,20110502,,No,20160812,Merged,Aberdeen Emerging Markets Debt C,,"113,934.0000000000","11,182,258.0000000000",91,2 Stars,,,BBgBarc US Agg Bond TR USD,,,,,
Aberdeen Emerg Mkts Dbt Lcl Ccy I,Aberdeen,,F00000J7IK,20110502,Emerging-Markets Local-Currency Bond,Taxable Bond,Inst,Yes,20110502,,No,20160812,Merged,Aberdeen Emerging Markets Debt Instl,,"9,721,025.0000000000","11,182,258.0000000000",56,3 Stars,,,BBgBarc US Agg Bond TR USD,,,,,
Aberdeen Emerg Mkts Dbt Lcl Ccy Inst Svc,Aberdeen,,F00000J7IL,20110502,Emerging-Markets Local-Currency Bond,Taxable Bond,Inst,No,20110502,,No,20160812,Merged,Aberdeen Emerging Markets Debt Instl Sev,,"8,428.0000000000","11,182,258.0000000000",55,3 Stars,,,BBgBarc US Agg Bond TR USD,,,,,
Aberdeen Emerg Mkts Dbt Lcl Ccy R,Aberdeen,,F00000J7IJ,20110502,Emerging-Markets Local-Currency Bond,Taxable Bond,Retirement,No,20110502,,No,20160812,Merged,Aberdeen Emerging Markets Debt R,,"1,298,201.0000000000","11,182,258.0000000000",86,2 Stars,,,BBgBarc US Agg Bond TR USD,,,,,
JPMorgan Alternative Strategies A,JPMorgan,JASAX,F00000H00Z,20100701,Multialternative,Alternative,A,No,20100701,JASRX,No,20150323,Liquidated,,,"178,673.0000000000","11,164,291.0000000000",84,2 Stars,,,Morningstar Mod Tgt Risk TR USD,,,,,
JPMorgan Alternative Strategies C,JPMorgan,JARCX,F00000H010,20100701,Multialternative,Alternative,C,No,20100701,JASRX,No,20150323,Liquidated,,,"85,414.0000000000","11,164,291.0000000000",88,2 Stars,,,Morningstar Mod Tgt Risk TR USD,,,,,
JPMorgan Alternative Strategies R5,JPMorgan,JASRX,F00000H012,20100701,Multialternative,Alternative,Retirement,Yes,20100701,JASRX,No,20150323,Liquidated,,,"54,474.0000000000","11,164,291.0000000000",80,2 Stars,,,Morningstar Mod Tgt Risk TR USD,,,,,
JPMorgan Alternative Strategies Select,JPMorgan,,F00000H011,20100701,Multialternative,Alternative,Other,No,20100701,JASRX,No,20150323,Liquidated,,,"10,845,730.0000000000","11,164,291.0000000000",81,2 Stars,,,Morningstar Mod Tgt Risk TR USD,,,,,
Invesco SteelPath MLP & Energy Infrast A,Invesco,,F00000ZCTG,20171106,Energy Limited Partnership,Sector Equity,A,No,20171106,,No,20191030,Liquidated,,,"1,455,967.1400000000","11,129,614.1800000000",,,Below Average,,MSCI ACWI NR USD,,,,,
Invesco SteelPath MLP & Energy Infrast C,Invesco,,F00000ZCTI,20171106,Energy Limited Partnership,Sector Equity,C,No,20171106,,No,20191030,Liquidated,,,"235,677.9700000000","11,129,614.1800000000",,,Below Average,,MSCI ACWI NR USD,,,,,
Invesco SteelPath MLP & Energy Infrast R,Invesco,,F000011GAZ,20190524,Energy Limited Partnership,Sector Equity,Retirement,No,20171106,,No,20191030,Liquidated,,,"9,514.8600000000","11,129,614.1800000000",,,Below Average,,MSCI ACWI NR USD,,,,,
Invesco SteelPath MLP & Energy Infrast Y,Invesco,,F00000ZCTK,20171106,Energy Limited Partnership,Sector Equity,Inst,No,20171106,,No,20191030,Liquidated,,,"889,119.6600000000","11,129,614.1800000000",,,Below Average,,MSCI ACWI NR USD,,,,,
Invesco SteelPath MLP & Energy InfrastR5,Invesco,,F000011GAX,20190524,Energy Limited Partnership,Sector Equity,Retirement,No,20171106,,No,20191030,Liquidated,,,"9,515.9800000000","11,129,614.1800000000",,,Below Average,,MSCI ACWI NR USD,,,,,
Invesco SteelPath MLP & Energy InfrastR6,Invesco,,F00000ZCTL,20171106,Energy Limited Partnership,Sector Equity,Inst,Yes,20171106,,No,20191030,Liquidated,,,"9,595,404.9200000000","11,129,614.1800000000",,,Below Average,,MSCI ACWI NR USD,,,,,
Salient Real Estate A,Salient Funds,KREAX,FOUSA06TTB,20090612,Real Estate,Sector Equity,A,No,19990510,FFREX,No,20180813,Liquidated,,,"2,418,786.0500000000","11,126,575.2400000000",99,1 Star,,,MSCI ACWI NR USD,,,,,
Salient Real Estate C,Salient Funds,KRECX,FOUSA06TTC,20090612,Real Estate,Sector Equity,C,No,19990510,FFREX,No,20180813,Liquidated,,,"985,392.1400000000","11,126,575.2400000000",100,1 Star,,,MSCI ACWI NR USD,,,,,
Salient Real Estate Inst,Salient Funds,FPREX,FOUSA06TRA,20080501,Real Estate,Sector Equity,Inst,No,19990510,FFREX,No,20180813,Liquidated,,,"1,966,600.6100000000","11,126,575.2400000000",98,1 Star,,,MSCI ACWI NR USD,,,,,
Salient Real Estate Inv,Salient Funds,FFREX,FOUSA005O5,19990510,Real Estate,Sector Equity,Inv,Yes,19990510,FFREX,No,20180813,Liquidated,,,"5,755,796.4400000000","11,126,575.2400000000",99,1 Star,,,MSCI ACWI NR USD,,,,,
American Century Global Allocation A,American Century Investments,,F00000NANJ,20120131,World Allocation,Allocation,A,No,20120131,,No,20171020,Liquidated,,,"2,993,853.0000000000","11,099,347.0000000000",85,2 Stars,,,Morningstar Mod Tgt Risk TR USD,,,,,
American Century Global Allocation C,American Century Investments,,F00000NANK,20120131,World Allocation,Allocation,C,No,20120131,,No,20171020,Liquidated,,,"3,503,434.0000000000","11,099,347.0000000000",92,1 Star,,,Morningstar Mod Tgt Risk TR USD,,,,,
American Century Global Allocation I,American Century Investments,,F00000NANI,20120131,World Allocation,Allocation,Inst,Yes,20120131,,No,20171020,Liquidated,,,"1,465,306.0000000000","11,099,347.0000000000",82,2 Stars,,,Morningstar Mod Tgt Risk TR USD,,,,,
American Century Global Allocation Inv,American Century Investments,,F00000NANH,20120131,World Allocation,Allocation,Inv,No,20120131,,No,20171020,Liquidated,,,"4,139,820.0000000000","11,099,347.0000000000",84,2 Stars,,,Morningstar Mod Tgt Risk TR USD,,,,,
American Century Global Allocation R,American Century Investments,,F00000NANL,20120131,World Allocation,Allocation,Retirement,No,20120131,,No,20171020,Liquidated,,,"58,110.0000000000","11,099,347.0000000000",88,2 Stars,,,Morningstar Mod Tgt Risk TR USD,,,,,
S1 Fund I,S1 Fund,SONEX,F00000J73C,20100930,Long-Short Equity,Alternative,Inst,Yes,20100930,SONEX,No,20150317,Liquidated,,,"11,091,938.0000000000","11,091,938.0000000000",92,1 Star,,,S&P 500 TR USD,,,,,
iShares Edge MSCI USA Size Fact Idx Ins,BlackRock,BISFX,F00000XVLS,20161220,Large Blend,U.S. Equity,Inst,No,20161220,BKSFX,Yes,20190129,Liquidated,,,"105,159.6100000000","11,079,818.0100000000",,,Below Average,,S&P 500 TR USD,,,,,
iShares Edge MSCI USA Size Fact Idx K,BlackRock,BKSFX,F00000XVLT,20161220,Large Blend,U.S. Equity,Retirement,Yes,20161220,BKSFX,Yes,20190129,Liquidated,,,"10,266,426.0000000000","11,079,818.0100000000",,,Below Average,,S&P 500 TR USD,,,,,
HSBC Asia ex-Japan Smaller Coms Eq A,HSBC,,F00000T280,20141111,Pacific/Asia ex-Japan Stk,International Equity,A,No,20141111,,No,20191029,Liquidated,,,"288,219.1100000000","11,070,044.0000000000",98,1 Star,Low,,MSCI ACWI Ex USA NR USD," -2.4354290000"," -8.2760000000",0.9930000000,13.7760000000," -0.2260000000"
HSBC Asia ex-Japan Smaller Coms Eq I,HSBC,,F00000T281,20141111,Pacific/Asia ex-Japan Stk,International Equity,Inst,No,20141111,,No,20191029,Liquidated,,,"10,693,725.2000000000","11,070,044.0000000000",96,1 Star,Low,,MSCI ACWI Ex USA NR USD," -2.1173920000"," -7.9400000000",0.9890000000,13.7370000000," -0.2030000000"
HSBC Asia ex-Japan Smaller Coms Eq S,HSBC,,F00000T282,20141111,Pacific/Asia ex-Japan Stk,International Equity,Other,Yes,20141111,,No,20191029,Liquidated,,,"112,838.0000000000","11,070,044.0000000000",,,Low,,MSCI ACWI Ex USA NR USD,,,,,
Compass EMP US 500 Volatil Wtd T,Victory,,F00000OAXS,20121119,Large Blend,U.S. Equity,T,No,20121119,,Yes,20151009,Merged,Victory CEMP US 500 Vol Wtd Idx A,,"326,711.0000000000","11,060,741.0000000000",,,,,S&P 500 TR USD,,,,,
Victory CEMP US 500 Vol Wtd Idx A,Victory,,F00000OAXR,20121119,Large Blend,U.S. Equity,A,No,20121119,,Yes,20161216,Liquidated,,,"3,906,258.0000000000","11,060,741.0000000000",28,4 Stars,,,S&P 500 TR USD,,,,,
Victory CEMP US 500 Vol Wtd Idx C,Victory,,F00000OAXT,20121119,Large Blend,U.S. Equity,C,No,20121119,,Yes,20161216,Liquidated,,,"2,737,424.0000000000","11,060,741.0000000000",51,3 Stars,,,S&P 500 TR USD,,,,,
Victory CEMP US 500 Vol Wtd Idx I,Victory,,F00000OAXU,20121119,Large Blend,U.S. Equity,Inst,Yes,20121119,,Yes,20161216,Liquidated,,,"4,204,309.0000000000","11,060,741.0000000000",20,4 Stars,,,S&P 500 TR USD,,,,,
Victory CEMP US 500 Vol Wtd Idx R6,Victory,,F00000W933,20160401,Large Blend,U.S. Equity,Retirement,No,20121119,,Yes,20161216,Liquidated,,,"212,750.0000000000","11,060,741.0000000000",20,,,,S&P 500 TR USD,,,,,
AMG Managers Herndon Large Cap Value I,AMG Funds,,F00000LQYA,20110302,Large Blend,U.S. Equity,Inst,No,20100331,,No,20161028,Liquidated,,,"38,420,613.0000000000","11,045,781.0000000000",98,1 Star,,,S&P 500 TR USD,,,,,
AMG Managers Herndon Large Cap Value N,AMG Funds,,F000005P6I,20100331,Large Blend,U.S. Equity,N,Yes,20100331,,No,20161028,Liquidated,,,"4,706,669.0000000000","11,045,781.0000000000",99,1 Star,,,S&P 500 TR USD,,,,,
Forward Global Dividend A,Forward Funds,,FOUSA05KKS,20061031,World Large Stock,International Equity,A,Yes,20061031,,No,20151117,Liquidated,,,"9,645,031.0000000000","11,045,206.0000000000",95,1 Star,,,MSCI ACWI Ex USA NR USD,,,,,
Forward Global Dividend Institutional,Forward Funds,,FOUSA05KKU,20070131,World Large Stock,International Equity,Inst,No,20061031,,No,20151117,Liquidated,,,"1,210,502.0000000000","11,045,206.0000000000",94,1 Star,,,MSCI ACWI Ex USA NR USD,,,,,
Forward Global Dividend Investor,Forward Funds,,FOUSA05KKT,20110502,World Large Stock,International Equity,Inv,No,20061031,,No,20151117,Liquidated,,,"189,673.0000000000","11,045,206.0000000000",94,1 Star,,,MSCI ACWI Ex USA NR USD,,,,,
MassMutual Barings Dynamic Allc A,MassMutual,,F00000MUDW,20111128,Tactical Allocation,Allocation,A,No,20111128,,No,20160829,Liquidated,,,"1,173,684.0000000000","11,040,321.0000000000",55,2 Stars,,,Morningstar Mod Tgt Risk TR USD,,,,,
MassMutual Barings Dynamic Allc Adm,MassMutual,,F00000MUDV,20111128,Tactical Allocation,Allocation,Other,No,20111128,,No,20160829,Liquidated,,,"1,183,533.0000000000","11,040,321.0000000000",52,3 Stars,,,Morningstar Mod Tgt Risk TR USD,,,,,
MassMutual Barings Dynamic Allc I,MassMutual,,F00000MUDS,20111128,Tactical Allocation,Allocation,Inst,Yes,20111128,,No,20160829,Liquidated,,,"3,082,203.0000000000","11,040,321.0000000000",48,3 Stars,,,Morningstar Mod Tgt Risk TR USD,,,,,
MassMutual Barings Dynamic Allc R3,MassMutual,,F00000S61D,20140401,Tactical Allocation,Allocation,Retirement,No,20111128,,No,20160829,Liquidated,,,"137,356.0000000000","11,040,321.0000000000",56,,,,Morningstar Mod Tgt Risk TR USD,,,,,
MassMutual Barings Dynamic Allc R4,MassMutual,,F00000S61E,20140401,Tactical Allocation,Allocation,Retirement,No,20111128,,No,20160829,Liquidated,,,"98,710.0000000000","11,040,321.0000000000",54,,,,Morningstar Mod Tgt Risk TR USD,,,,,
MassMutual Barings Dynamic Allc R5,MassMutual,,F00000MUDT,20111128,Tactical Allocation,Allocation,Inst,No,20111128,,No,20160829,Liquidated,,,"4,176,233.0000000000","11,040,321.0000000000",51,3 Stars,,,Morningstar Mod Tgt Risk TR USD,,,,,
MassMutual Barings Dynamic Allc Svc,MassMutual,,F00000MUDU,20111128,Tactical Allocation,Allocation,Other,No,20111128,,No,20160829,Liquidated,,,"1,188,602.0000000000","11,040,321.0000000000",51,3 Stars,,,Morningstar Mod Tgt Risk TR USD,,,,,
Putnam PanAgora Managed Futures Stgy M,Putnam,,F00000Z0KL,20170921,Managed Futures,Alternative,M,No,20170921,PPFRX,No,20191125,Merged,Putnam PanAgora Managed Futures Stgy A,,"9,254.7700000000","10,956,283.0800000000",,,,,Credit Suisse Mgd Futures Liquid TR USD,,,,,
BMO TCH Emerging Markets Bond A,BMO Funds,BAMEX,F00000T2SW,20140527,Emerging Markets Bond,Taxable Bond,A,No,20130930,MEBIX,No,20180221,Liquidated,,,"105,538.0000000000","10,899,023.0000000000",79,2 Stars,,,BBgBarc US Agg Bond TR USD,,,,,
BMO TCH Emerging Markets Bond I,BMO Funds,MEBIX,F00000ONCZ,20130930,Emerging Markets Bond,Taxable Bond,Inst,Yes,20130930,MEBIX,No,20180221,Liquidated,,,"11,479,718.0000000000","10,899,023.0000000000",77,2 Stars,,,BBgBarc US Agg Bond TR USD,,,,,
BMO TCH Emerging Markets Bond Y,BMO Funds,MEBYX,F00000ONCY,20130930,Emerging Markets Bond,Taxable Bond,Inv,No,20130930,MEBIX,No,20150421,Merged,BMO TCH Emerging Markets Bond A,,"3,912,781.0000000000","10,899,023.0000000000",,,,,BBgBarc US Agg Bond TR USD,,,,,
Nuveen Multi-Asset Income A,Nuveen,NMKAX,F00000XBM6,20160926,Allocation--30% to 50% Equity,Allocation,A,No,20160926,NMKIX,No,20190517,Liquidated,,,"260,449.0000000000","10,891,394.7300000000",,,,,Morningstar Mod Tgt Risk TR USD,,,,,
Nuveen Multi-Asset Income C,Nuveen,NMKCX,F00000XBM7,20160926,Allocation--30% to 50% Equity,Allocation,C,No,20160926,NMKIX,No,20190517,Liquidated,,,"77,648.8400000000","10,891,394.7300000000",,,,,Morningstar Mod Tgt Risk TR USD,,,,,
Nuveen Multi-Asset Income I,Nuveen,NMKIX,F00000XBM9,20160926,Allocation--30% to 50% Equity,Allocation,Inst,Yes,20160926,NMKIX,No,20190517,Liquidated,,,"10,527,186.8200000000","10,891,394.7300000000",,,,,Morningstar Mod Tgt Risk TR USD,,,,,
Nuveen Multi-Asset Income R6,Nuveen,NMKRX,F00000XBM8,20160926,Allocation--30% to 50% Equity,Allocation,Retirement,No,20160926,NMKIX,No,20190517,Liquidated,,,"26,110.0700000000","10,891,394.7300000000",,,,,Morningstar Mod Tgt Risk TR USD,,,,,
BlackRock CoRI 2017 Institutional,BlackRock,,F00000Q86R,20140131,Long-Term Bond,Taxable Bond,Inst,Yes,20140131,,Yes,20170628,Liquidated,,,"10,478,753.0000000000","10,891,368.0000000000",48,3 Stars,,,BBgBarc US Agg Bond TR USD,," -1.2730000000",2.7940000000,,
BlackRock CoRI 2017 Investor A,BlackRock,,F00000Q86S,20140131,Long-Term Bond,Taxable Bond,A,No,20140131,,Yes,20170628,Liquidated,,,"272,972.0000000000","10,891,368.0000000000",74,2 Stars,,,BBgBarc US Agg Bond TR USD,," -1.5310000000",2.8060000000,,
Crescent Large Cap Macro Advisor,Nottingham,,F00000MUEB,20111227,Large Growth,U.S. Equity,Adv,No,20111215,,No,20160316,Liquidated,,,"294,669.0000000000","10,887,217.0000000000",90,1 Star,,,S&P 500 TR USD,,,,,
Crescent Large Cap Macro Institutional,Nottingham,,F00000MUEA,20111215,Large Growth,U.S. Equity,Inst,Yes,20111215,,No,20160318,Liquidated,,,"10,592,548.0000000000","10,887,217.0000000000",88,2 Stars,,,S&P 500 TR USD,,,,,
JHancock International Growth Equity A,John Hancock,JTIGX,FOUSA088LF,20081031,Foreign Large Growth,International Equity,A,No,20070131,JTIIX,No,20150116,Liquidated,,,"4,243,283.0000000000","10,885,973.0000000000",63,2 Stars,,,MSCI ACWI Ex USA NR USD,,,,,
JHancock International Growth Equity I,John Hancock,JTIIX,FOUSA06AMQ,20070131,Foreign Large Growth,International Equity,Inst,Yes,20070131,JTIIX,No,20150116,Liquidated,,,"6,642,690.0000000000","10,885,973.0000000000",61,3 Stars,,,MSCI ACWI Ex USA NR USD,,,,,
American Century Emerging Mkts Val A,American Century Investments,,F00000Q87I,20131031,Diversified Emerging Mkts,International Equity,A,No,20131031,,No,20171020,Liquidated,,,"2,663,546.0000000000","10,843,999.0000000000",93,1 Star,,,MSCI ACWI Ex USA NR USD,,,,,
American Century Emerging Mkts Val C,American Century Investments,,F00000Q87J,20131031,Diversified Emerging Mkts,International Equity,C,No,20131031,,No,20171020,Liquidated,,,"233,499.0000000000","10,843,999.0000000000",96,1 Star,,,MSCI ACWI Ex USA NR USD,,,,,
American Century Emerging Mkts Val I,American Century Investments,,F00000Q87H,20131031,Diversified Emerging Mkts,International Equity,Inst,Yes,20131031,,No,20171020,Liquidated,,,"3,174,201.0000000000","10,843,999.0000000000",92,1 Star,,,MSCI ACWI Ex USA NR USD,,,,,
American Century Emerging Mkts Val Inv,American Century Investments,,F00000Q87G,20131031,Diversified Emerging Mkts,International Equity,Inv,No,20131031,,No,20171020,Liquidated,,,"6,796,007.0000000000","10,843,999.0000000000",92,1 Star,,,MSCI ACWI Ex USA NR USD,,,,,
American Century Emerging Mkts Val R,American Century Investments,,F00000Q87K,20131031,Diversified Emerging Mkts,International Equity,Retirement,No,20131031,,No,20171020,Liquidated,,,"150,683.0000000000","10,843,999.0000000000",93,1 Star,,,MSCI ACWI Ex USA NR USD,,,,,
BMO Monegy High Yield Bond Y,BMO Funds,MHBYX,F00000N7Z7,20111229,High Yield Bond,Taxable Bond,Inv,No,20111229,MHBNX,No,20150421,Merged,BMO High Yield Bond A,,"41,084,178.0000000000","10,842,856.9000000000",81,2 Stars,,,BBgBarc US Agg Bond TR USD,,,,,
Hatteras Long / Short Equity A,Hatteras Funds,,F00000LZCR,20110502,Long-Short Equity,Alternative,A,No,20110502,,No,20170426,Liquidated,,,"1,514,696.0000000000","10,824,803.0000000000",81,2 Stars,,,S&P 500 TR USD,,,,,
Hatteras Long / Short Equity Instl,Hatteras Funds,,F00000LZCQ,20110502,Long-Short Equity,Alternative,Inst,Yes,20110502,,No,20170426,Liquidated,,,"9,557,109.0000000000","10,824,803.0000000000",76,2 Stars,,,S&P 500 TR USD,,,,,
Highland Tax-Exempt A,Highland Funds,HTXAX,FOUSA00FSL,19930908,Muni National Interm,Municipal Bond,A,Yes,19930908,HTXAX,No,20190516,Liquidated,,,"10,187,479.9800000000","10,812,714.6400000000",82,2 Stars,,,BBgBarc Municipal TR USD,1.4817020000," -0.7990000000",0.7560000000,2.6960000000,0.0610000000
Highland Tax-Exempt C,Highland Funds,HTXCX,FOUSA02TTJ,19990930,Muni National Interm,Municipal Bond,C,No,19930908,HTXAX,No,20190516,Liquidated,,,"554,209.0700000000","10,812,714.6400000000",98,1 Star,,,BBgBarc Municipal TR USD,0.7464800000," -1.5280000000",0.7580000000,2.6990000000," -0.2120000000"
Highland Tax-Exempt Y,Highland Funds,HTXYX,FOUSA00K78,19970926,Muni National Interm,Municipal Bond,Inst,No,19930908,HTXAX,No,20190516,Liquidated,,,"71,025.5900000000","10,812,714.6400000000",78,3 Stars,,,BBgBarc Municipal TR USD,1.5967400000," -0.6740000000",0.7470000000,2.6710000000,0.1040000000
Heartland International Value,Heartland,HINVX,F00000J7AG,20101001,Foreign Small/Mid Value,International Equity,Other,Yes,20101001,HINVX,No,20181026,Liquidated,,,"3,971,899.6300000000","10,789,694.0500000000",86,1 Star,Below Average,,MSCI ACWI Ex USA NR USD,,,,,
Heartland International Value Instl,Heartland,HNNVX,F00000YM7I,20170501,Foreign Small/Mid Value,International Equity,Inst,No,20101001,HINVX,No,20181026,Liquidated,,,"15,654,160.5900000000","10,789,694.0500000000",86,,Below Average,,MSCI ACWI Ex USA NR USD,,,,,
ClearBridge Energy MLP & Infras A,Legg Mason,LCPAX,F00000PXYK,20131031,Energy Limited Partnership,Sector Equity,A,No,20130830,LCPSX,No,20190215,Liquidated,,,"3,788,684.0100000000","10,759,317.4100000000",33,3 Stars,Below Average,,MSCI ACWI NR USD,,,,,
ClearBridge Energy MLP & Infras C,Legg Mason,LCPCX,F00000PXYL,20131031,Energy Limited Partnership,Sector Equity,C,No,20130830,LCPSX,No,20190215,Liquidated,,,"243,777.6700000000","10,759,317.4100000000",46,3 Stars,Below Average,,MSCI ACWI NR USD,,,,,
ClearBridge Energy MLP & Infras FI,Legg Mason,LCIFX,F00000PXYM,20160610,Energy Limited Partnership,Sector Equity,Other,No,20130830,LCPSX,No,20190215,Liquidated,,,,"10,759,317.4100000000",,,,,MSCI ACWI NR USD,,,,,
ClearBridge Energy MLP & Infras I,Legg Mason,LCPIX,F00000PXYO,20130830,Energy Limited Partnership,Sector Equity,Inst,No,20130830,LCPSX,No,20190215,Liquidated,,,"6,680,888.9800000000","10,759,317.4100000000",31,3 Stars,Below Average,,MSCI ACWI NR USD,,,,,
